Longitude,Latitude,Name
-81.03241,25.85889,Big Cypress National Preserve - 52105 Tamiami Trail E Ochopee FL 34141>239-695-1201 
-81.0232696,25.8562546,Big Cypress National Preserve - Visitor Center
-113.6428299,45.6415062,Big Hole NB - Big Hole Visitor Center
-113.64203,45.6375,Big Hole NB - Ritschel Rd Wisdom MT 59761>406-689-3155 
-84.69706,36.4865,Big South Fork NR & Recreation Area - Bandy Loop Oneida TN 37841>423-569-9778 
-84.651474,36.4714012,Big South Fork NR & Recreation Area - Visitor Center
-105.72941,37.6822,Big Spring Creek (NNL) Saguache County - CO 
-94.40953,30.27567,Big Thicket National Preserve - 6102 Farm to Market Rd 420 Kountze TX 77625>409-951-6700 
-94.3863449,30.4588909,Big Thicket National Preserve - Big Thicket Visitor Center
-108.12903,45.19444,Bighorn Canyon NRA - Big Horn MT 59089>406-666-2412 
-108.3771286,44.8374405,Bighorn Canyon NRA - Bighorn Canyon Visitor Center
-107.9558258,45.3087883,Bighorn Canyon NRA - Yellowtail Visitor Center
-86.814722,33.515278,Birmingham Civil Rights NM - 1510 5th Ave N Birmingham AL 35203>205-328-9696
-80.26033,25.442,Biscayne NP - 9700 SW 328 St Homestead FL 33033>305-230-1100 
-80.3358154,25.4642983,Biscayne NP - Visitor Center
-107.72663,38.58491,Black Canyon of the Gunnison NP - 10346 Hwy 347 Montrose CO 81401>970-641-2337 
-107.6864395,38.5544205,Black Canyon of the Gunnison NP - Black Canyon Visitor Center
-71.400989,41.899999,Blackstone River Valley NHP - MA & RI
-104.0222441,30.30588403,Blackwell School NHS - 501 S Abbot St Marfa TX 79843>432-729-4445
-80.93449,36.51861,Blue Ridge Parkway - 2027 Saddle Mountain Church Rd Ennice NC 28623>540-745-9660 
-81.9285049,35.9537544,Blue Ridge Parkway - Center-Linville Falls Visitor Center
-82.3925324,35.6992798,Blue Ridge Parkway - Craggy Gardens Visitor Center
-80.9069901,36.5535927,Blue Ridge Parkway - Cumberland Knob Visitor Center
-78.8994446,37.9727173,Blue Ridge Parkway - Humpback Rocks Visitor Center
-79.365921,37.5552177,Blue Ridge Parkway - James River Visitor Center
-81.6929398,36.1490479,Blue Ridge Parkway - Moses H. Cone Visitor Center
-82.0514069,35.8541145,Blue Ridge Parkway - Museum of North Carolina Minerals Visitor Center
-83.3030319,35.515255,Blue Ridge Parkway - Oconaluftee Visitor Center 
-79.609932,37.4455643,Blue Ridge Parkway - Peaks of Otter Visitor Center
-80.3498612,36.8114891,Blue Ridge Parkway - Rocky Knob Visitor Center
-83.1411056,35.4604492,Blue Ridge Parkway - Waterrock Knob Visitor Center
-80.99771,37.54167,Bluestone NSR - Bluestone River WV 25971 
-79.76435,37.12333,Booker T. Washington NM - 12130 Booker T Washington Hwy Hardy VA 24101>540-721-2094 
-79.7315292,37.1191521,Booker T. Washington NM - Visitor Center
-71.06325,42.36,Boston African American NHS -46 Joy St Boston - MA 02108>617-742-5415 
-70.94436,42.31861,Boston Harbor Islands NRA - Gallups Island St Hull MA 02045>617-223-8666 
-71.0651626,42.3600693,Boston NHP - 5872-Visitor Center
-71.0596618,42.3717079,Boston NHP - Bunker Hill Pavilion Visitor Center
-71.05488,42.36,Boston NHP - Charlestown Navy Yard Boston MA 02455>617-242-5601 
-71.0469818,42.35429,Boston NHP - Discovery Center Fan Pier
-88.72711,34.50672,Brices Cross Roads NBS - 2680 Natchez Trace Pkwy Tupelo MS 38804>662-680-4025 
-95.67492,39.03806,Brown v. Board of Education NHP - 1515 SE Monroe St Topeka KS 66612>785-354-4273 
-95.6718903,39.0541954,Brown v. Board of Education NHP - Brown vs Board of Education Visitor Center
-106.059,38.615,Browns Canyon NM - Chaffee County CO
-112.19503,37.5548,Bryce Canyon NP - Bryce Canyon UT 84764>435-834-5322 
-112.1695862,37.640335,Bryce Canyon NP - Bryce Canyon Visitor Center
-112.1684723,37.6416931,Bryce Canyon NP - Entrance Station
-64.61768,17.78694,Buck Island Reef NM - US VI 00802>340-773-1460 
-92.42477,36.17806,Buffalo NR - 402 N Walnut St # 136 Harrison AR 72601 
-92.7633667,35.986557,Buffalo NR - Tyler Bend Visitor Center
-117.24073,32.67352,Cabrillo NM - 1800 Cabrillo Memorial Dr San Diego CA 92106>619-557-5450 
-117.239563,32.6748772,Cabrillo NM - Cabrillo Visitor Center
-122.17865,36.89,California Coastal NM - 299 Foam St Monterey CA 93940>831-372-6115 
-111.88877,40.76,California NHT - CA CO ID KS MO NE NV OR UT WY 
-84.598056,37.787778,Camp Nelson NM - 6614 Danville Rd Nicholasville KY 40356>859-881-5716
-80.7755,28.7675,Canaveral NS - (HQ) 212 S Washington Ave Titusville FL 32796>321-267-1110 
-80.8242569,28.927063,Canaveral NS - Visitor Center
-93.00214,31.66684,Cane River Creole NHP - 452 Jefferson St Natchitoches LA 71457>318-356-5555 
-109.46783,36.1336,Canyon de Chelly NM Chinle - AZ 86503>928-674-5500 
-109.5390396,36.1531868,Canyon de Chelly NM Chinle - Visitor Center
-109.8209229,38.4598465,Canyonlands NP Moab - Island In The Sky Visitor Center
-109.7475281,38.1687584,Canyonlands NP Moab - Needles Visitor Center
-109.87943,38.261,Canyonlands NP Moab - UT 84532>435-719-2313 
-108.99865,37.36999,Canyons of the Ancients NM - 403 Rd G Pleasant View CO 81331>970-882-5600 
-70.20383,42.07389,Cape Cod NS - 99 Marconi Site Rd Wellfleet MA 02667>508-771-2144 
-70.2052765,42.0740662,Cape Cod NS - Province Lands Visitor Center
-69.9724427,41.8371353,Cape Cod NS - Salt Pond Visitor Center
-75.50993,35.30361,Cape Hatteras NS - 1401 National Park Dr Manteo NC 27920>252-473-2111 
-75.5648499,35.820385,Cape Hatteras NS - Bodie Island Visitor Center
-75.5213394,35.2555885,Cape Hatteras NS - Hatteras Island Visitor Center
-75.9863052,35.1164551,Cape Hatteras NS - Oracoke Island Visitor Center
-76.0069,36.92806,Cape Henry Memorial - 1368 Colonial Pkwy Jamestown VA 23081>757-229-9776 
-163.49873,67.41333,Cape Krusenstern NM - Winter Trail Kotzebue AK 99752>907-442-3890 
-76.53495,34.60528,Cape Lookout NS - Cape Lookout Rd: Harkers Island NC 28531>252-728-2250 
-76.5241394,34.622921,Cape Lookout NS - Lighthouse Visitor Center
-76.0597229,35.0687905,Cape Lookout NS - Portsmouth Visitor Center
-76.525528,34.6862411,Cape Lookout NS - Visitor Center
-111.2619782,38.2914925,Capitol Reef NP - Capital Reef Visitor Center
-111.23733,38.27617,Capitol Reef NP - Scenic Dr Torrey UT 84775>435-425-3791 
-75.99877,38,Captain John Smith Chesapeake NHT - MD VA DE DC 
-103.97995,36.7787247,Capulin Volcano NM - Capulin Volcano Visitor Center
-103.96843,36.78222,Capulin Volcano NM - Union NM 88418>575-278-2201 
-93.0881195,31.7409935,CARI-6046-Visitor Center
-82.4502,35.26778,Carl Sandburg Home NHS - 81 Carl Sandburg La Flat Rock NC 28731>828-693-4178 
-82.4472275,35.2715302,Carl Sandburg Home NHS - Visitor Center
-104.40773,32.1648,Carlsbad Caverns NP - 727 Carlsbad Cavern Hwy Carlsbad NM 88220>505-785-2232 
-104.4442139,32.1754074,Carlsbad Caverns NP - Carlsbad Caverns Visitor Center
-119.74865,35.15999,Carrizo Plain - Soda Lake Rd Santa Margarita CA 93453>805-475-2131 
-77.02269,38.90999,Carter G. Woodson Home NHS - 1318 Vermont Ave NW Washington DC 20005>202-673-2402 
-111.53033,32.99517,Casa Grande Ruins NM - 879 W Ruins Dr Coolidge AZ 85128>520-723-3172 
-111.5367584,32.9946899,Casa Grande Ruins NM - Casa Grande Visitor Center
-122.45976,42.07778,Cascade Siskiyou NM - Cascade Range OR 
-81.31024,29.89775,Castillo de San Marcos NM - 1 S Castillo Dr St. Augustine FL 32084>904-829-6506 
-81.3140259,29.8990669,Castillo de San Marcos NM Visitor Center
-74.01545,40.7036,Castle Clinton NM - Battery Park New York NY 10004>212-344-7220 
-74.0172424,40.7013207,Castle Clinton NM - Visitor Center
-117.02026,34.871345,Castle Mountains NM - 2701 Barstow Rd Barstow CA 92311>760-252-6100
-77.46536,39.64833,Catoctin Mountain Park - 6602 Foxville Rd Thurmont MD 21788>301-663-9388 
-77.4496842,39.6331291,Catoctin Mountain Park - Visitor Center
-112.8374786,37.6130867,Cedar Breaks NM - Cedar Breaks Visitor Center
-112.84483,37.64519,Cedar Breaks NM - Hwy 148 Cedar City UT 84720>435-586-9451 
-78.29933,39.16749,Cedar Creek & Belle Grove NHP - 7718 Main St Middletown VA 22645>540-868-9176 
-118.55572,35.22099,Cesar Chavez Home NM - 29672 Woodford Tehachapi Rd Keene CA 93531 
-107.95733,36.05833,Chaco Culture NHP - 1808 CR 7950 Nageezi NM 87037>505-786-7014 
-107.9105606,36.0303306,Chaco Culture NHP - Chaco Culture Visitor Center
-89.98519,29.94417,Chalmette National Cemetery - 8606 W Saint Bernard Hwy Chalmette LA 70043>504-281-0510 
-89.9943924,29.9420548,Chalmette National Cemetery - Chalmette Visitor Center
-106.45273,31.76778,Chamizal NMEM - 800 S San Marcial St El Paso TX 79905>915-532-7273 
-106.4543762,31.7679024,Chamizal NMEM - Chamizal Visitor Center
-119.2667084,34.2484512,Channel Islands NP - Channel Island Visitor Center
-119.74083,34.0394,Channel Islands NP - Pelican Bay Trail Ventura CA 93001 
-79.82325,32.84611,Charles Pinckney NHS - 1254 Long Point Rd Mount Pleasant SC 29464>843-881-5516 
-79.8246307,32.8431244,Charles Pinckney NHS - Visitor Center
-83.890454,39.707034,Charles Young Buffalo Soldiers National Monument - 1120 US Route 42 E Xenia OH 45385 
-84.32325,33.98722,Chattahoochee River NRA - 1978 Island Ford Pkwy Sandy Springs GA 30350>678-538-1200 
-84.3248139,33.9870758,Chattahoochee River NRA - Visitor Center
-85.25855,34.94,Chattanooga NMP - 3370 Lafayette Rd Fort Oglethorpe GA 30742 
-85.2597122,34.940342,Chattanooga NMP - Chickamauga Visitor Center
-85.3440933,35.0109901,Chattanooga NMP - Point Park Visitor Center
-85.343889,35.011606,Chattanooga NMP - Visitor Center
-72.52548,41.7645,Cheney Brothers Historic District Manchester - CT 06040 
-77.05615,38.89972,Chesapeake & Ohio Canal NHP - 1850 Dual Hwy #100 Hagerstown MD 21740>301-739-4200 
-77.6271973,39.3140792,Chesapeake & Ohio Canal NHP - Brunswick
-78.7631378,39.6497841,Chesapeake & Ohio Canal NHP - Cumberland
-77.0586853,38.9004631,Chesapeake & Ohio Canal NHP - Georgetown
-77.2467957,39.0024528,Chesapeake & Ohio Canal NHP - Great Falls Tavern
-78.1600036,39.6963654,Chesapeake & Ohio Canal NHP - Hancock
-77.8200836,39.6007156,Chesapeake & Ohio Canal NHP - Williamsport
-87.80547,41.80556,Chicago Portage NHS - 7361 47th St Lyons IL 60534 
-96.97075,34.50056,Chickasaw NRA - State Hwy 177 Sulphur OK 73086>580-622-7234 
-103.3402023,41.7044334,Chimney Rock NM - Chimney Rock Visitor Center
-103.34663,41.70368,Chimney Rock NM - Chimney Rock West Bayard NE 69334>308-586-2581 
-109.34673,32.01778,Chiricahua NM - 12856 E Rhyolite Creek Rd Willcox AZ 85643>520-824-3560 
-109.3577194,32.0049553,Chiricahua NM - Chiricahua Visitor Center
-109.387413,32.0083084,Chiricahua NM - Entrance Station
-64.70074,17.74693,Christiansted NHS - Queen St Christiansted US VI 00802 
-64.7027435,17.7472439,Christiansted NHS -Visitor Center
-113.70237,42.07727,City of Rocks National Reserve - 3075 S Malta ID 83342>208-824-5901 
-113.6333695,42.0957908,City of Rocks National Reserve - City of Rocks Visitor Center
-113.7451935,42.0274887,City of Rocks National Reserve - Entrance Station
-113.6668701,42.0839309,City of Rocks National Reserve - Entrance Station-Almo Entrance
-113.7453384,42.0864525,City of Rocks National Reserve - Entrance Station-Emery Canyon Entrance
-77.13936,38.96694,Clara Barton NHS - 5801 Oxford Rd Glen Echo MD 20812>301-320-1410 
-77.2783203,39.0477982,Clara Barton NHS - Visitor Center
-76.50711,37.21926,Colonial NHP - 624 Water St Yorktown VA 23690>757-898-2416 
-76.7773437,37.2091217,Colonial NHP - Jamestown Visitor Center
-76.5021363,37.230751,Colonial NHP - Yorktown Visitor Center
-76.71447,37.21557,Colonial Parkway - 1289 Colonial Pkwy Williamsburg VA 23185 
-108.68453,39.04249,Colorado NM - 1750 Rimrock Dr Fruita CO 81521>970-858-3617 
-108.7347641,39.1002845,Colorado NM - Colorado National Monument Visitor Center
-108.6309738,39.0349693,Colorado NM - Entrance Station-East Entrance
-108.7312927,39.1184693,Colorado NM - Entrance Station-West Entrance
-72.674731,41.753858,Coltsville NHP - Hartford CT
-80.78178,33.78333,Congaree NP - 100 National Park Rd Hopkins SC 29061>803-776-4396 
-77.044444,38.890833,Constitution Gardens - Washington DC 20024> 202-426-6841
-110.25473,31.3455,Coronado NMEM - E Quivera Trail Hereford AZ 85615>520-366-5515 
-110.2535934,31.3462944,Coronado NMEM - Visitor Center
-81.81661,35.13667,Cowpens NB - 4001 Chesnee Hwy Gaffney SC 29341>864-461-2828 
-80.8240814,33.8304329,Cowpens NB - Harry Hampton Visitor Center
-81.8180924,35.1368103,Cowpens NB - Visitor Center
-122.1692658,42.8687325,Crater Lake NP - Entrance Station-Annie Spring Entrance Station
-122.1159287,43.0869293,Crater Lake NP - Entrance Station-North Entrance Station
-122.10743,42.943,Crater Lake NP - Rim Dr Crater Lake OR 97604>541-594-3000 
-122.1434708,42.9110451,Crater Lake NP - Rim Village Visitor Center
-113.560318,43.4626999,Craters of the Moon NM & Preserve - Craters of the Moon Visitors Center
-113.51513,43.41667,Craters of the Moon NM & Preserve - Hwy 26 Arco ID 83213>208-527-1300 
-83.68574,36.60417,Cumberland Gap NHP - US 25E Middlesboro KY 40965>606-248-5614 
-83.6953506,36.6025734,Cumberland Gap NHP - Visitor Center
-81.44855,30.83333,Cumberland Island NS - Grand Ave St Marys GA 31558>912-882-4335 
-81.5506668,30.7202873,Cumberland Island NS - Visitor Center
-107.32543,38.45472,Curecanti NRA - 102 Elk Crk Gunnison CO 81230 
-107.1679993,38.4664383,Curecanti NRA - Elk Creek Visitor Center
-107.43036,45.56953,Custer National Cemetery - MT 342 Garryowen MT 59031 
-81.55548,41.20906,Cuyahoga Valley NP - 15610 Vaughn Rd Brecksville OH 44141>216-524-1497 
-81.613739,41.3725548,Cuyahoga Valley NP - Canal Visitor Center
-81.5087356,41.2303582,Cuyahoga Valley NP - Happy Days Visitor Center
-81.49107,41.47472,David Berger NMEM - 26001 S Woodland Rd Beachwood OH 44122>216-831-0700 
-84.08741,39.79472,Dayton Aviation Heritage NHP - 16 S Williams St Dayton OH 45402>937-225-7705 
-84.2118759,39.7539253,Dayton Aviation Heritage NHP - Visitor Center
-82.64299,27.52389,De Soto NMEM - 8300 Desoto Memorial Hwy Bradenton FL 34209>941-792-0458 
-82.6446457,27.5218258,De Soto NMEM - Visitor Center
-116.8667297,36.4617805,Death Valley NP - Furnace Creek Visitor Center
-117.09743,36.524,Death Valley NP - Mosaic Canyon Rd Death Valley CA 92328>760-786-2331 
-150.311703,63.431117,Denali NP & Preserve Eielson Visitor Center - Park Rd Healy AK 99743>907-683-9532
148.8887,63.72945,Denali NP Headquarters - AK 99755>907-683-2294 
-119.08283,37.62444,Devils Postpile NM - Pacific Crest Trail Oakhurst CA 93644>760-934-2289 
-104.7205658,44.5901299,Devils Tower NM - Devils Tower Visitors Center
-104.71373,44.59028,Devils Tower NM - US Hwy 14 Devils Tower WY 82714>307-467-5283 
-108.9724808,40.2451134,Dinosaur NM - Dinosaur National Monument Visitor Center
-108.97222,40.24319,Dinosaur NM HQ - 4545 US 40 Dinosaur CO 81610>435-781-7700 
-109.30213,40.43757,Dinosaur NM Quarry - Quarry Entrance Rd Jensen UT 84035 
-75.08124,41.01293,Douglas/Garvey Springs Trails - 154 CR 606 Columbia NJ 07835 
-75.523756,39.156253,Dover Green NM - Dover DE 19901 
-81.7846,24.6384,Dry Tortugas NP - Mustin St Key West FL 33040>305-242-7700 
-82.8733597,24.6285496,Dry Tortugas NP - Visitor Center
-75.12455,40.97198,Dunnfield Parking Appalachian Trail (Worthington State Forest) - I 80 W Columbia NJ 07832>908-841-9575 
-74.89433,41.14625,DWG NRA - 7 National Park Service Rd 615 Layton NJ 07851 
-75.120989,40.958344,DWG NRA - Arrow Island Overlook Water Gap PA
-74.98463,41.1072,DWG NRA Bushkill River Access - Bushkill Boat Launch Bushkill PA 18324 
-75.01591,41.08251,DWG NRA Commercial Gatehouse Northbound - East Stroudsburg PA 18302 
-74.80709,41.30918,DWG NRA Commercial Gatehouse Southbound - Milford PA 18337 
-74.88664,41.22948,DWG NRA Dingmans Falls Visitor Center - Johnny Bee Rd Dingmans Ferry PA 18328>570-828-6125
-74.871353,41.220286,DWG NRA Dingmans Falls Visitor Center Entrance - Rte 209 S Dingmans Ferry PA 18328
-74.8602,41.21932,DWG NRA Dingmans River Access - Dingman Falls Rd Dingmans Ferry PA 18328 
-75.00229,41.09058,DWG NRA Info Station Bushkill Meeting Ctr - 7018-7098 Milford Rd East Stroudsburg PA 18301 
-75.12698,40.97019,DWG NRA Kittatinny Point Visitor Center- I 80 W Columbia - NJ 07832>908-496-4458 
-74.8721,41.21462,DWG NRA Maintainence Yard - Dingmans Ferry PA 18328 
-74.79499,41.31105,DWG NRA Milford Beach - 109 Metcalfe Ln Milford PA 18337 
-74.96186,41.07368,DWG NRA Millbrook Village NJ - Old Mine Rd Hardwick NJ 07825>908-841-9531 
-75.14093,40.97975,DWG NRA Mount Minsi Lake Lenape parking PA - Lake Rd Bangor PA 18013 
-75.02025,41.08154,DWG NRA Northbound Entrance - East Stroudsburg PA 18302 
-75.0157,41.07058,DWG NRA Park Headquarters - River Rd Bushkill PA 18302>570-426-2452 
-74.91204,41.17083,DWG NRA PEEC (Pocono Environmental Ed. Ctr.) - 538 Emery Rd Dingmans Ferry PA 18328>570-828-2319 
-74.84982,41.19962,DWG NRA Peters Valley - 80 Walpack Rd N Layton NJ 07851 
-75.02096,41.04035,DWG NRA Poxono River Access NJ - CR 606 Hardwick NJ 07825 
-74.87154,41.21695,DWG NRA Ranger Office - Dingmans Ferry PA 18328>570-828-2321 
-75.05386,41.02975,DWG NRA Smithfield Beach - Hwy 2028 Bushkill PA 18301 
-74.80447,41.31118,DWG NRA Southbound Entrance - Dingmans Ferry PA 18328 
-74.87257,41.21144,DWG NRA Store & Campground - 1006 Rte 209 Dingmans Ferry PA 18328>570-828-1551 
-74.96718,41.1191,DWG NRA Valley View Group Camp Ground - Bushkill PA 18324 
-74.99647,41.05816,DWG NRA Van Campen Glen Recreation Site - CR 606 Hardwick NJ 07825 
-74.87906,41.15897,DWG NRA Walpack Center NJ - 10 Main St Branchville NJ 07826 
-77.018771,38.887182,Dwight D. Eisenhower Memorial - DC
-77.02461,38.86999,East Potomac Park - 972 Ohio Dr SW Washington DC 20024>202-426-6841 
-122.68822,48.21341,Ebey's Landing National Historical Reserve - 162 Cemetery Rd Coupeville WA 98239>360-678-6084 
-75.14881,39.96167,Edgar Allan Poe NHS - 532 N 7th St Philadelphia PA 19123>215-597-8780 
-91.18408,43.08861,Effigy Mounds NM - 151 Iowa 76 Harpers Ferry IA 52146 
-91.1854858,43.0886497,Effigy Mounds NM - Visitor Center
-77.26187,39.79332,Eisenhower NHS Gettysburg - PA 17325>717-338-911 
-107.95623,34.87635,El Malpais NM Grants - NM 87020>505-285-4641 
-107.8273392,35.1187248,El Malpais NM Grants - NW New Mexico Visitor Center
-108.3488998,35.0383873,El Morro NM - El Morro Visitor Center
-108.35173,35.03833,El Morro NM - SR53 Ramah NM 87321>505-783-4226 
-73.93382,41.78582,Eleanor Roosevelt NHS - 56 Valkill Park Rd Hyde Park NY 12538>845-229-9422 
-73.8972473,41.7637634,Eleanor Roosevelt NHS - Visitor Center
-74.03808,40.69956,Ellis Island NM - Ellis Island Bridge Jersey City NJ 07305 
-90.274722,33.860556,Emmett Till and Mamie Till-Mobley NM Sumner MS 38957>662-483-1231
-122.02813,37.82444,Eugene O'Neill NHS - 255 Kuss Rd Danville CA 94526>925-838-0249 
-80.79847,25.36,Everglades NP - 40001 SR 9336 Homestead FL 33034>305-242-7700 
-80.5892715,25.3944454,Everglades NP - Entrance Station
-80.9281006,25.1394596,Everglades NP - Flamingo
-81.3867645,25.8454208,Everglades NP - Gulf Coast
-80.583252,25.3956375,Everglades NP - Main
-80.6095428,25.3824291,Everglades NP - Royal Palm
-84.71579,45.85167,Father Marquette NMEM - 592 Boulevard Dr St Ignace MI 49781 
-74.00885,40.70722,Federal Hall NM - 26 Wall St New York NY 10005>212-825-6990 
-74.0095215,40.7066612,Federal Hall NM - Visitor Center
-72.98134,40.69639,Fire Island NS - 120 Laurel St Patchogue NY 11772>631-289-4810 
-72.8670426,40.7332077,Fire Island NS - Fire Island Wilderness Visitor Center
-73.2182694,40.6316795,Fire Island NS - Lighthouse Visitor Center
-73.1034927,40.6568031,Fire Island NS - Sailor's Haven Visitor Center
-72.9872971,40.6935234,Fire Island NS - Watch Hill
-81.37382,40.79667,First Ladies NHS - 331 S Market Ave Canton OH 44702>330-452-0876 
-75.565278,39.664722,First State NM - 211 Delaware St New Castle DE 19720>302-544-6363
-78.88453,40.08182,Flight 93 NMEM - 6424 Lincoln Hwy Stoystown PA 15563>814-893-6322 
